Date,Stock Price
2023-10-28,221.09049781505846
2023-10-29,99.02936726014809
2023-10-30,164.19692840213588
2023-10-31,144.57406776380319
2023-11-01,364.76894775545594
2023-11-02,179.95623007393826
2023-11-03,245.10471823843918
2023-11-04,164.73368005571422
2023-11-05,299.3925018979014
2023-11-06,156.38034334405933
2023-11-07,107.37917455997558
2023-11-08,180.52222117408746
2023-11-09,192.2606182842569
2023-11-10,460.64142987697517
2023-11-11,328.4230747564781
2023-11-12,495.85324935460227
2023-11-13,363.4017262963242
2023-11-14,104.7185273151664
2023-11-15,391.37688666571637
2023-11-16,239.44631831349085
2023-11-17,385.58509968441194
2023-11-18,465.14927076507274
2023-11-19,99.75849270355224
2023-11-20,151.65893077157838
2023-11-21,133.11593939862098
2023-11-22,80.15896253487728
2023-11-23,258.66760983991765
2023-11-24,211.41864215459842
2023-11-25,465.94144315886376
2023-11-26,297.39102509516795
2023-11-27,275.58444761280026
2023-11-28,57.22247358925446
2023-11-29,81.33717838795886
2023-11-30,248.2534303185326
2023-12-01,217.83686013465456
2023-12-02,331.93636383374115
2023-12-03,223.9205820134892
2023-12-04,232.85871174747732
2023-12-05,259.88076001969256
2023-12-06,119.41951703675805
2023-12-07,257.65529258071695
2023-12-08,89.07176641345706
2023-12-09,368.44754076352626
2023-12-10,405.225901917411
2023-12-11,450.16712392261513
2023-12-12,394.8393335006697
2023-12-13,243.4241532703208
2023-12-14,487.7625081766071
2023-12-15,103.99995696319607
2023-12-16,104.64561709075427
2023-12-17,270.84718653810705
2023-12-18,136.60752144569062
2023-12-19,286.8013304379567
2023-12-20,332.43049413598254
2023-12-21,494.8839059808865
2023-12-22,165.06200799238724
2023-12-23,488.42095471918935
2023-12-24,274.22364399578487
2023-12-25,250.41713016699137
2023-12-26,450.9948237709704
2023-12-27,172.40457521718523
2023-12-28,90.76586594615546
2023-12-29,330.46224530825447
2023-12-30,312.82522892532376
2023-12-31,140.30574063498852
2024-01-01,481.9730963411145
2024-01-02,495.65216050578294
2024-01-03,351.76606324653744
2024-01-04,188.27599084085122
2024-01-05,129.35289420097538
2024-01-06,471.8230780805923
2024-01-07,400.11335190383454
2024-01-08,467.7586265961676
2024-01-09,351.09715429304777
2024-01-10,356.0236040921002
2024-01-11,426.89378528342013
2024-01-12,451.3795839053965
2024-01-13,78.46035612670858
2024-01-14,471.0122962806433
2024-01-15,362.2984205759428
2024-01-16,227.8489784755037
2024-01-17,74.908593078026
2024-01-18,447.3836131444087
2024-01-19,407.3242246357497
2024-01-20,241.19990503305004
2024-01-21,496.4473560430082
2024-01-22,418.7838163158541
2024-01-23,437.5010500004368
2024-01-24,69.58418826384417
2024-01-25,153.4773729521613
2024-01-26,482.6669833897822
2024-01-27,154.9172714910829
2024-01-28,238.47762281801175
2024-01-29,349.9428873099889
2024-01-30,110.83274092070317
2024-01-31,479.84840039639255
2024-02-01,484.2614213850623
2024-02-02,441.25826419292565
2024-02-03,152.5151367995473
2024-02-04,282.43111326191683
2024-02-05,102.29112725534576
2024-02-06,151.88472891209886
2024-02-07,286.97901927924784
2024-02-08,483.23940809080665
2024-02-09,294.4878271987892
2024-02-10,196.4541474803686
2024-02-11,335.54642437575023
2024-02-12,131.97619272291172
2024-02-13,227.24641796487987
2024-02-14,336.1155386795462
2024-02-15,247.74763726926636
2024-02-16,319.566684191064
2024-02-17,89.81287402801564
2024-02-18,230.16348301263977
2024-02-19,140.41100853631315
2024-02-20,354.0542327784152
2024-02-21,442.0875735338218
2024-02-22,390.79523972547133
2024-02-23,239.85697905209292
2024-02-24,345.52939465363727
2024-02-25,337.874629919685
2024-02-26,486.0515681121528
2024-02-27,53.53878546105939
2024-02-28,170.88304183208626
2024-02-29,360.279251667949
2024-03-01,125.18683108448728
2024-03-02,348.62760180163167
2024-03-03,119.62125049058994
2024-03-04,464.9656903492416
2024-03-05,132.02651198819177
2024-03-06,462.4752251310461
2024-03-07,376.16861425574797
2024-03-08,364.19164823400223
2024-03-09,362.81914537030053
2024-03-10,125.06598799075472
2024-03-11,384.0671582843702
2024-03-12,262.7043299158708
2024-03-13,275.21288479878945
2024-03-14,395.8351134767976
2024-03-15,486.06133235679727
2024-03-16,253.9602551534737
2024-03-17,97.54359132443858
2024-03-18,377.41823164469884
2024-03-19,191.6940448701544
2024-03-20,366.4700545329103
2024-03-21,60.25345889171565
2024-03-22,409.78421022828235
2024-03-23,77.24247760061262
2024-03-24,244.2041589834393
2024-03-25,342.9303164272606
2024-03-26,281.7970238178579
2024-03-27,98.73761726985333
2024-03-28,98.33149346546462
2024-03-29,313.78767332092576
2024-03-30,254.81541371343107
2024-03-31,60.08066803321024
2024-04-01,196.5746208740239
2024-04-02,321.8387471911774
2024-04-03,143.94398504241522
2024-04-04,166.7366906059845
2024-04-05,75.22735607768014
2024-04-06,272.8302488988959
2024-04-07,381.32697537152114
2024-04-08,323.84519823899046
2024-04-09,147.83178525590822
2024-04-10,320.0192496811538
2024-04-11,383.0631642013181
2024-04-12,337.71857854663
2024-04-13,286.5994210323464
2024-04-14,252.8416877630868
2024-04-15,221.62733369405285
2024-04-16,438.49877464120476
2024-04-17,435.19206022905456
2024-04-18,238.01124653926883
2024-04-19,288.13241234227974
2024-04-20,85.96013043317552
2024-04-21,129.57164991882416
2024-04-22,62.74882424975743
2024-04-23,266.2360828577647
2024-04-24,356.7186339190673
2024-04-25,429.98397005388955
2024-04-26,382.8121080966597
2024-04-27,399.9323948439504
2024-04-28,116.32778371484594
2024-04-29,123.70881573535648
2024-04-30,243.24279923729637
2024-05-01,331.227528772076
2024-05-02,144.91316110732342
2024-05-03,494.26019346494246
2024-05-04,87.68206383967865
2024-05-05,268.50249571436865
2024-05-06,79.33761343380789
2024-05-07,154.44931014007318
2024-05-08,267.7429600548443
2024-05-09,107.26264624250909
2024-05-10,87.9740128223505
2024-05-11,239.57345302559102
2024-05-12,222.93337009210333
2024-05-13,415.5683934829233
2024-05-14,198.58988794917292
